;Gene Symbol;Entrez;logFC;AveExpr;t;P.Value;adj.P.Val;B
16761201;CD69;969;-1.6454262947;7.8436069156;-2.9244335653;0.0083998078;0.3614297858;-2.4548368641
16808304;PPIP5K1//LOC100508782//AC011330.5;9677;1.5951166808;2.4863301595;2.9200789035;0.0084819491;0.3634925604;-2.4629935652
16998134;KIAA0825;285600;-1.1611650685;4.3955469517;-2.9153082081;0.0085728244;0.3646730199;-2.4719250103
16839524;MIR22HG//MIR22;84981;1.1571750915;2.5007644519;2.9150317252;0.0085781196;0.3646730199;-2.4724424814
17099678;RNU6ATAC//RNU6ATAC2P;100151684;1.7341727936;6.1450588981;2.9087667174;0.0086989535;0.3664542654;-2.4841638998
17063536;SLC37A3;84255;1.2671367761;2.3086164752;2.906079887;0.0087512743;0.3664542654;-2.4891882502
16955440;RNU6-108P;---;1.3202661642;1.158165956;2.9026983974;0.008817552;0.3664542654;-2.4955094356
17047574;UPK3B//AC004980.8;80761;-1.3656380776;3.4074298737;-2.9026976543;0.0088175666;0.3664542654;-2.4955108244
16902865;FAM168B;130074;1.1924680667;5.1092814019;2.9025551304;0.0088203707;0.3664542654;-2.4957771981
16982047;ACSL1;2180;1.7975800616;2.4973021268;2.9022234356;0.0088268999;0.3664542654;-2.4963971107
16857254;FEM1A;55527;1.0711612481;3.6005943206;2.9000200342;0.0088703903;0.3668268803;-2.5005145076
16785379;HSPA2;3306;1.8693119893;3.292661273;2.8913421667;0.0090436825;0.3716300269;-2.516720352
16969300;NFKB1;4790;1.0722696304;5.6164189411;2.887505501;0.0091213305;0.3716300269;-2.5238801278
17027163;HLA-DMB//HLA-DMA//XXbac-BPG181M17.5;3109;-0.9976133372;4.2054894906;-2.8873011787;0.0091254836;0.3716300269;-2.5242613335
16910068;MIR4440;100616397;1.2504375881;2.8048201945;2.8836712083;0.0091995696;0.3716300269;-2.5310322896
16775324;BORA;79866;-1.0622910324;2.7813851687;-2.8832019578;0.0092091888;0.3716300269;-2.5319073699
16882414;SNORD94;692225;-1.8607824593;2.4313229072;-2.8803232543;0.0092684112;0.3716300269;-2.5372746606
16876297;KIR3DL2;3812;1.2867610602;1.7846784564;2.8789814025;0.0092961413;0.3716300269;-2.5397759007
16889694;NBEAL1;65065;-0.9668400993;2.339831306;-2.876387945;0.0093499621;0.3716300269;-2.5446090423
17104587;MED12;9968;-1.0149234455;4.3239909671;-2.8737579914;0.0094048456;0.3716300269;-2.5495086896
16723393;LINC00294;283267;-1.170911711;4.0443839012;-2.8735389221;0.0094094312;0.3716300269;-2.5499167506
16762573;ASUN;55726;-1.4785530139;3.4838788768;-2.8723584691;0.0094341775;0.3716300269;-2.552115402
17084936;ZCCHC7;84186;-1.180436974;4.6818085231;-2.8720283498;0.0094411091;0.3716300269;-2.5527302102
16730540;BIRC2;329;1.186606425;3.5116196699;2.8679338318;0.0095274895;0.3736463422;-2.5603537646
16830013;RP5-1050D4.2;---;-1.552569916;3.3680804751;-2.8636918667;0.0096177796;0.3752804455;-2.5682479263
16926942;USP18;11274;-1.3946760342;3.1031803863;-2.8626641282;0.0096397781;0.3752804455;-2.5701599116
16665512;ALG6;29929;-1.103196615;3.6658814998;-2.8573297159;0.0097547369;0.3763518503;-2.580080156
16903314;AC092652.1;---;-1.4760443204;3.1865922746;-2.8546937864;0.0098120262;0.3763518503;-2.5849797555
17063817;TRBV10-1;---;1.0335163688;2.2546699525;2.850550241;0.0099027341;0.3763518503;-2.5926785048
16991210;GM2A;2760;-1.2505852872;3.6819309294;-2.850483441;0.009904203;0.3763518503;-2.5928025881
17017998;HLA-DMB//XXbac-BPG181M17.5;3109;-1.0080372568;3.9919265593;-2.8496096498;0.0099234365;0.3763518503;-2.5944255917
16668603;CEPT1;10390;-1.1148961839;3.9899667802;-2.84856997;0.0099463681;0.3763518503;-2.5963564956
16687071;NRD1;4898;-1.0090635168;5.8313901434;-2.8485222538;0.0099474218;0.3763518503;-2.5964451087
16830398;KCTD11;147040;1.0053942396;2.8525764891;2.8483657457;0.0099508785;0.3763518503;-2.5967357543
16811372;PKM;5315;1.2177336118;5.7219300094;2.8467784699;0.0099860013;0.3763518503;-2.5996831118
17063764;IL23A;51561;-1.5943012714;3.0529828448;-2.8443500795;0.0100399659;0.3770486121;-2.6041911956
16813871;CHSY1;22856;1.2204502373;3.5741260694;2.8421384966;0.0100893553;0.3775692556;-2.6082956249
16711726;CELF2-AS1;414196;-1.2218397405;3.8551460645;-2.8374912642;0.0101938973;0.3801429477;-2.6169166725
16836697;BCAS3;54828;-1.0754932741;4.8877404911;-2.8271562147;0.010430119;0.3875919762;-2.6360712896
16833417;LOC102724850;102724850;-2.2840546101;3.7498630839;-2.8230914135;0.0105244532;0.3885434396;-2.643598047
16958012;RNU4-62P;---;-1.6691450606;5.5807850735;-2.8211963385;0.0105687117;0.3885434396;-2.64710582
16967682;RNU6ATAC5P;---;1.2880065589;3.4025990892;2.8201935125;0.0105922041;0.3885434396;-2.6489617044
16975506;ATP8A1;10396;-1.1017009951;4.2055623788;-2.8185308908;0.0106312632;0.3885434396;-2.6520381222
16893260;CAPN10;11132;1.621312567;2.560471469;2.8182228329;0.0106385153;0.3885434396;-2.6526080631
16698980;SLC30A1;7779;1.6642564115;3.9766428019;2.8114895549;0.0107982133;0.3930253803;-2.6650597694
16777766;RNU6-53P;100873762;1.0891606232;1.616335072;2.8058215842;0.0109344185;0.3952714424;-2.6755330889
16935767;MCAT;27349;1.1495952269;1.9152193742;2.8057091613;0.0109371367;0.3952714424;-2.6757407473
16688665;PIGK;10026;-1.3879301635;3.3760992023;-2.804290283;0.0109714975;0.3952714424;-2.6783613243
16963674;ZNF141;7700;-1.2969116666;2.5240965573;-2.8012376049;0.0110457739;0.3958191037;-2.6839977902
17029807;HLA-DMB//HLA-DMA;3109;-0.9780888864;3.6251942417;-2.8006066854;0.011061185;0.3958191037;-2.6851624413
16896502;PRKD3;23683;1.2884223816;2.2172075458;2.7986093162;0.0111101089;0.396235696;-2.6888488708
16699533;DUSP10;11221;1.606502705;7.2718780627;2.7965622193;0.0111604653;0.396590018;-2.6926260824
16717522;BLOC1S2;282991;1.3600930546;4.6352026135;2.7948823709;0.0112019506;0.396590018;-2.6957249079
16975226;TLR6;10333;0.9535113476;1.1702185428;2.7936696763;0.0112319905;0.396590018;-2.6979615481
16660919;TMEM57;55219;1.1131355007;5.559001806;2.792105552;0.0112708495;0.3966443319;-2.7008458235
17017979;TAP1//PSMB8-AS1;6890;-1.1054303678;5.4588763058;-2.7885212278;0.0113603827;0.3968767333;-2.7074531454
16922385;LINC00649;100506334;-1.1202592784;4.5341519036;-2.7882785897;0.0113664681;0.3968767333;-2.7079003101
16864393;ATF5;22809;1.0624181147;4.7212567046;2.7873621305;0.011389481;0.3968767333;-2.7095891492
16766130;RNU7-40P;---;-2.2205641112;2.5589119343;-2.7833631433;0.0114904195;0.3990855499;-2.7169560301
16896398;HEATR5B;54497;-1.1191313255;4.3904910578;-2.7798923291;0.0115787179;0.3993297852;-2.7233467407
16785476;LOC100506321//RP11-840I19.3;100506321;-0.9879845739;3.9642735723;-2.7797763784;0.0115816788;0.3993297852;-2.7235601863
17004953;GFOD1-AS1;---;1.1590117941;1.8080319601;2.7770423805;0.011651705;0.3993297852;-2.7285920534
16779725;DIS3;22894;1.0515513275;6.5001562188;2.7764301078;0.0116674424;0.3993297852;-2.7297186761
16720331;AP006621.5//LOC100506518;---;-1.1075430579;2.3927342837;-2.77138543;0.0117978816;0.3993297852;-2.7389976887
16667760;S1PR1;1901;2.39159799;3.8292738539;2.770138014;0.0118303495;0.3993297852;-2.7412911705
16804249;RP11-7M10.2;---;-1.3126254772;1.3567935233;-2.7685569833;0.0118716234;0.3993297852;-2.7441974753
16835497;UBE2Z;65264;1.115591459;4.6927967168;2.7664991248;0.0119255508;0.3993297852;-2.7479793677
17021004;PHIP;55023;-0.9912476352;5.7424521028;-2.7662653456;0.0119316918;0.3993297852;-2.7484089357
16780917;IRS2;8660;1.4168698842;4.6946831722;2.7653345021;0.0119561738;0.3993297852;-2.75011922
16888674;WDR75;84128;-1.2241209682;3.613340306;-2.7625261231;0.012030327;0.3993297852;-2.7552778778
17058557;STX1A;6804;1.5851903128;2.4544934869;2.7622954797;0.0120364364;0.3993297852;-2.7557014544
16747731;CLSTN3;9746;-1.1287685389;4.0425392915;-2.7610466696;0.012069567;0.3993297852;-2.7579946622
16663129;MIR30E;407034;2.1338736304;1.9433034951;2.7604219706;0.0120861727;0.3993297852;-2.7591416587
17026648;HCG18;414777;-1.0574226527;2.8386172459;-2.7603178567;0.0120889424;0.3993297852;-2.7593328104
16978728;TBCK;93627;-1.0168653386;3.2688045767;-2.7577342077;0.0121578672;0.3993297852;-2.7640754824
16791821;EGLN3;112399;1.2743957082;2.3867090487;2.7555027514;0.0122176978;0.3993297852;-2.768170297
16701531;MIR3916//RP11-488L18.4;100500849;-2.2955495241;3.9124179491;-2.7548201673;0.0122360554;0.3993297852;-2.7694226155
16680962;MIR4689;100616421;1.2435595327;2.6990969422;2.7515658791;0.0123239391;0.3993297852;-2.7753915471
16866479;RNF126;55658;1.1382533859;3.673452593;2.7505056276;0.0123527014;0.3993297852;-2.7773356525
16850759;PTPRM;5797;-1.2403882176;2.9262890791;-2.7497897322;0.0123721582;0.3993297852;-2.7786481757
16728560;IL18BP;10068;-1.0222947994;3.7033829345;-2.7497683596;0.0123727395;0.3993297852;-2.7786873582
17112376;BRWD3;254065;-0.9528689662;3.2467239899;-2.7488872922;0.0123967266;0.3993297852;-2.7803025242
17050328;DNAJB9;4189;1.0523599579;5.3299768476;2.7487960787;0.0123992124;0.3993297852;-2.7804697246
16708114;LOC101927278;101927278;-1.0404449685;1.2914088167;-2.7467403011;0.0124553639;0.3999263078;-2.7842375424
16907623;KLF7;8609;1.3576688292;4.7590594138;2.7442196025;0.0125245449;0.4004473734;-2.7888559914
16780453;FARP1-AS1;---;2.5162000317;2.4852077669;2.7434061156;0.0125469491;0.4004473734;-2.7903461231
17042648;DAXX;1616;0.9527491066;1.6916911619;2.7398288792;0.0126459234;0.4012636737;-2.7968968294
16702457;DHTKD1;55526;-0.9710505483;2.5894402117;-2.7397528014;0.0126480364;0.4012636737;-2.7970361088
17104091;PAGE2B;389860;0.9602206829;1.4787027784;2.7377373273;0.0127041359;0.4018439184;-2.8007253957
16822356;LUC7L;55692;-1.109782871;4.0975552493;-2.7259409901;0.0130372584;0.4069500302;-2.8222972756
16848262;MIR4524A;100616316;-1.1978047166;0.7703811057;-2.725343713;0.0130543443;0.4069500302;-2.8233885487
16689969;DPYD;1806;-1.2422526082;6.0001978832;-2.7230691447;0.0131196066;0.4069500302;-2.8275435132
17016516;RNU7-26P;---;-1.998277189;2.7056846161;-2.7209589708;0.0131804293;0.4069500302;-2.8313969647
16673056;UAP1;6675;1.2519930453;4.4676874006;2.7206241543;0.0131901045;0.4069500302;-2.8320082758
17046781;AUTS2;26053;1.2757480178;1.7555235757;2.7196600031;0.0132180034;0.4069500302;-2.8337684669
16681823;RNU6-777P;---;1.029132539;1.0673095065;2.7188279071;0.0132421262;0.4069500302;-2.8352873765
16994521;ANKH;56172;1.0981734277;4.5533684017;2.7163794595;0.0133133507;0.4069500302;-2.8397557191
16710245;ACADSB;36;-1.4042511887;2.8761772527;-2.7144640657;0.0133693226;0.4069500302;-2.8432501513
16771570;RHOF;54509;0.9972438028;5.2540240482;2.7144074081;0.0133709816;0.4069500302;-2.8433535023
16759469;SNORA49;677829;1.8363341328;2.0140038767;2.7136518374;0.013393125;0.4069500302;-2.8447316824
16721835;WEE1;7465;1.1014804843;4.9924487937;2.7123546983;0.0134312215;0.4069500302;-2.8470973444
16734299;FAM99B;100132464;1.1786713955;2.2073365631;2.7123113651;0.0134324959;0.4069500302;-2.8471763658
16811192;TLE3;7090;1.0314366726;3.3875234742;2.7115168522;0.0134558834;0.4069500302;-2.8486251322
17056807;TRGC2//TARP;---;-2.6846041539;3.7176586765;-2.7110495551;0.0134696569;0.4069500302;-2.8494771536
17095959;NINJ1;4814;1.1987446609;2.9828206838;2.7107596171;0.0134782095;0.4069500302;-2.8500057677
17056849;TRGV3//TARP;---;-2.6444528588;4.23379603;-2.708109813;0.0135566131;0.4081577455;-2.8548358463
16885669;PLEKHB2;55041;1.1481971727;3.9139004399;2.7055585074;0.0136325116;0.4083801616;-2.8594846136
17111918;ZMYM3;9203;-1.079464674;3.056261158;-2.7052790265;0.0136408503;0.4083801616;-2.8599937539
16778493;VWA8;23078;-1.1284919292;4.0123603398;-2.7031315589;0.0137050851;0.4089967452;-2.8639051746
17028016;C6orf48;50854;0.9938118742;5.8287473998;2.702021167;0.0137384116;0.4089967452;-2.8659271702
17024775;SYNE1;23345;-1.1537347941;2.7636891387;-2.6978858226;0.013863205;0.4101672032;-2.8734546159
16867775;TNFSF14;8740;1.2872632813;5.1400987656;2.6976047943;0.0138717246;0.4101672032;-2.8739659964
16848070;SLC16A6;9120;-1.069155056;4.4461024565;-2.6968234769;0.013895437;0.4101672032;-2.8753876295
17074490;PPP1R3B;79660;1.564794182;2.8240779551;2.6953612653;0.0139399175;0.4101672032;-2.87804773
16987673;PAM;5066;-0.9534845359;2.4615033513;-2.6914459814;0.014059687;0.4101672032;-2.8851676897
17080630;SNTB1;6641;-1.1712252331;3.7763938415;-2.6893412234;0.014124475;0.4101672032;-2.8889934835
16783979;RN7SKP193;---;1.0650505571;0.9243391813;2.6874110049;0.0141841394;0.4101672032;-2.8925009607
16938899;MLH1;4292;-1.2038842226;4.4057353926;-2.6869547363;0.0141982779;0.4101672032;-2.8933299163
16826019;C16orf58;64755;-1.1841797178;3.3740839418;-2.6868695366;0.0142009195;0.4101672032;-2.8934847021
16943404;TRMT10C;54931;1.3901369554;4.3505730981;2.6862506317;0.0142201224;0.4101672032;-2.8946090328
16786475;FCF1;51077;-1.0203048842;3.8747405233;-2.6859900507;0.0142282149;0.4101672032;-2.8950823848
16767247;IFNG;3458;-1.3918475167;4.5551323426;-2.6855836437;0.0142408447;0.4101672032;-2.8958205965
16782090;TRAJ17;---;-2.3405531624;4.3251706752;-2.6836812213;0.0143001078;0.4107609334;-2.8992756223
16838094;SNHG16//SNORD1A//SNORD1C;100507246;1.0505388457;6.9752990622;2.6804913298;0.0144000025;0.4125154361;-2.9050666236
16906477;HIBCH;26275;-0.9473761676;3.3610372977;-2.6777462229;0.0144864979;0.4138776872;-2.9100479182
16824082;PARN;5073;-0.9646838528;5.627125773;-2.6743679999;0.0145936184;0.4158203107;-2.9161752239
16867613;RFX2;5990;1.3997676727;2.1438432208;2.6725102025;0.0146528471;0.4163916011;-2.9195434911
17116748;DHRSX;207063;-1.1689931594;3.3840358018;-2.6697677774;0.0147406954;0.416428138;-2.9245138809
16734491;PHLDA2;7262;0.9232045481;3.4616032412;2.6682883314;0.0147882936;0.416428138;-2.9271943725
16865028;MIR520F;574464;-1.1955915972;3.4487605895;-2.6675475762;0.0148121807;0.416428138;-2.9285362602
16835386;SNX11;29916;-1.3935365637;3.6677423183;-2.6663757301;0.0148500437;0.416428138;-2.9306587626
16769007;UHRF1BP1L;23074;1.0514179548;4.4776972193;2.6623281603;0.0149815297;0.4169624605;-2.937986966
16805345;MCTP2;55784;-0.8918605678;4.6236026674;-2.6601769245;0.0150518611;0.4169624605;-2.9418799567
16883201;AC159540.2;---;-1.0047163816;4.9416039753;-2.659485109;0.0150745453;0.4169624605;-2.9431316273
17101287;PRKX-AS1;100873944;-1.2709114397;3.8547322338;-2.6590541512;0.0150886926;0.4169624605;-2.943911272
16903319;RP11-434H14.1;---;-1.0382338567;2.2137387028;-2.6585732971;0.0151044926;0.4169624605;-2.9447811225
16923031;MX1;4599;-1.6285244635;4.224775797;-2.6534287613;0.0152745166;0.4200407792;-2.9540833624
16868187;MYO1F;4542;-1.039046412;5.5792163492;-2.6528111709;0.0152950491;0.4200407792;-2.9551995749
16896442;EIF2AK2;5610;-1.226235144;4.4119275328;-2.646493004;0.0155066094;0.4227891393;-2.9666126195
16888512;ITGAV;3685;1.4424636904;3.360752109;2.6461097594;0.0155195308;0.4227891393;-2.9673045428
17035371;HCP5;10866;-1.2224322002;6.7782335766;-2.6459415524;0.0155252053;0.4227891393;-2.9676082164
16973578;SLBP;7884;1.1577775149;5.6110306171;2.6450815378;0.0155542485;0.4227891393;-2.9691607235
16699983;PYCR2//MIR6741//RP4-559A3.7;29920;1.0754001405;2.5874060215;2.6437564906;0.0155990969;0.4229265363;-2.9715523
17026318;HSPA1A//HSPA1B//HSPA1L;3303;1.1827100898;4.936036883;2.6421277085;0.0156543934;0.4233457835;-2.9744914016
16692553;NBPF20;100288142;-1.5852718363;5.9960449084;-2.6389897378;0.0157614494;0.4235054232;-2.9801516642
16844693;KRT38;8687;1.04346788;1.4029354037;2.6386251921;0.0157739311;0.4235054232;-2.9808090481
17095147;RP11-289F5.1;---;0.8968594026;1.2542663258;2.6379387472;0.0157974598;0.4235054232;-2.9820468079
16877007;KLF11;8462;0.9988581388;4.0675205254;2.6372911087;0.0158196888;0.4235054232;-2.9832144704
17024079;MAP3K5;4217;-1.0751225595;4.1233867017;-2.6302536532;0.0160631515;0.4249922022;-2.9958949022
16802162;DIS3L;115752;-1.20236138;2.8937210531;-2.6297454449;0.0160808696;0.4249922022;-2.9968100639
16937943;SLC6A6;6533;1.0434390849;5.1710526352;2.6290169713;0.0161062991;0.4249922022;-2.9981217402
16837587;CD300A;11314;-1.2862691014;4.4509665321;-2.6273066163;0.0161661537;0.4249922022;-3.0012007709
16689332;GBP1;2633;-1.2494208277;2.8113317535;-2.6255164776;0.0162290255;0.4249922022;-3.0044225223
16834071;RARA//BCOR;5914;1.2214673093;4.4418437202;2.6254645601;0.0162308523;0.4249922022;-3.0045159455
16692570;RNU1-143P//LOC440570;---;-1.7534339266;3.6585846917;-2.6248891081;0.0162511141;0.4249922022;-3.0055513926
16738094;RP11-750H9.7;---;-1.2971354154;1.5283450736;-2.6247583549;0.0162557213;0.4249922022;-3.0057866516
17082962;SPIDR;23514;-1.0226626507;2.9538179449;-2.6242413544;0.0162739502;0.4249922022;-3.0067168216
16884441;ZC3H6;376940;-1.0559643136;3.9852937438;-2.6234827286;0.0163007336;0.4249922022;-3.008081575
16963358;RNF168;165918;1.3039870265;6.8626753658;2.6230764624;0.0163150939;0.4249922022;-3.0088123713
16838581;RNF213;57674;-0.9990230771;7.1397511387;-2.6216469739;0.0163657175;0.4251830969;-3.0113833694
16878335;ZNF512//RP11-158I13.2;84450;-0.9982386218;2.7809548355;-2.620612797;0.0164024341;0.4251830969;-3.0132430107
16712825;MPP7;143098;1.100837416;1.6405789887;2.6187479902;0.0164688375;0.425865705;-3.016595489
16797660;RNU6-1235P//RNU6-498P//RNU6-69P//RNU6-331P;---;0.9548332362;2.0039043001;2.6157688825;0.0165754468;0.4270019399;-3.0219491043
16723614;CD44;960;1.0049483486;6.8684467903;2.6127786671;0.0166831089;0.4270019399;-3.027320063
16812790;UBE2Q2P1;388165;1.1659165943;1.83212189;2.6111185507;0.0167431657;0.4270019399;-3.0303007921
17028037;C6orf48;50854;1.0702080575;7.6773142926;2.6104225674;0.0167684045;0.4270019399;-3.0315501844
16825647;GDPD3;79153;-1.0349975424;1.4845610459;-2.6102025084;0.0167763921;0.4270019399;-3.0319451931
17074474;MFHAS1;9258;0.926401832;4.2891400684;2.6100169419;0.0167831305;0.4270019399;-3.032278276
17089499;RP11-203J24.8;---;1.6884338871;5.6393048977;2.6097172936;0.0167940168;0.4270019399;-3.0328161088
16748095;KLRG1;10219;-1.3365181173;3.5033094535;-2.6083683519;0.0168431071;0.4272280254;-3.0352369699
16965625;RP11-302F12.10;---;-1.1530169672;4.084218262;-2.6065712045;0.0169087189;0.4278711057;-3.0384613623
17008105;TBC1D22B;55633;1.078915123;3.5374372271;2.6034158327;0.0170245018;0.4296255755;-3.0441203291
16954502;TMEM115;11070;0.960829148;3.395920029;2.6022425193;0.0170677458;0.4296255755;-3.0462238414
16896279;DPY30;84661;-1.0104886194;5.7541744111;-2.6013531665;0.0171005931;0.4296255755;-3.0478179974
16797516;EPC1//IGHV3-33;80314;1.2749194337;1.2758554889;2.5981741074;0.0172184965;0.4296255755;-3.0535145034
16821562;KIAA0513;9764;1.4809187513;1.80297436;2.5976243468;0.0172389634;0.4296255755;-3.0544993052
16825181;ZKSCAN2;342357;1.1315000096;2.6910126469;2.5975742421;0.0172408299;0.4296255755;-3.0545890546
17092615;PSIP1;11168;-1.0493491491;5.8204185292;-2.5970325724;0.01726102;0.4296255755;-3.0555592664
17117397;LOC400743//RP11-380J14.1;400743;1.1508884063;2.0398085384;2.5955956818;0.0173146867;0.4299544166;-3.0581325285
16686648;MKNK1;8569;-1.0681621932;2.0814276939;-2.5914902936;0.017468888;0.4311246404;-3.0654812734
16874325;MIR150;406942;-1.4812241448;3.1066943879;-2.5905026521;0.0175061773;0.4311246404;-3.0672484207
16956897;SENP7;57337;-1.0398712403;5.2005641163;-2.5889772994;0.0175639159;0.4311246404;-3.0699770965
16748768;DERA;51071;-0.9377863182;2.8956474629;-2.5887151976;0.0175738551;0.4311246404;-3.0704458951
16684760;YARS;8565;0.9727023186;4.7083889169;2.587600489;0.0176161858;0.4311246404;-3.0724394457
16851427;CABLES1;91768;0.9294735463;1.6048958051;2.5875825132;0.0176168692;0.4311246404;-3.0724715907
16910070;MIR4441;100616493;-2.0403534009;1.3959476182;-2.5865554125;0.0176559595;0.4311246404;-3.0743081257
17114017;ZDHHC9;51114;1.2088769457;3.2005414001;2.5839378893;0.0177559494;0.4311246404;-3.0789870169
16781536;PNP;4860;1.0981669795;4.574534908;2.580409716;0.017891571;0.4311246404;-3.0852904356
17077267;RNU6ATAC32P;---;1.0255336405;1.5491623037;2.5796788227;0.0179197881;0.4311246404;-3.0865957737
16847393;SCARNA20;677681;1.2005068767;2.0635557703;2.5795297834;0.0179255471;0.4311246404;-3.0868619304
16775856;DNAJC3;5611;0.9706607468;6.0532589615;2.5770116269;0.0180231145;0.4311246404;-3.0913578711
16685571;FHL3;2275;1.2284549162;2.9065420483;2.5746958104;0.0181132835;0.4311246404;-3.0954908459
16830045;LOC101928000//AC012146.7;101928000;0.9284117434;1.9560932744;2.5740079859;0.0181401465;0.4311246404;-3.0967180722
16757831;CCDC64;92558;0.9351276155;2.5149737322;2.5736597378;0.0181537616;0.4311246404;-3.0973393663
17093829;GBA2;57704;-0.984116787;2.5826963517;-2.5731862121;0.0181722901;0.4311246404;-3.098184103
16947287;TIPARP;25976;1.0324520365;6.1674050237;2.5710448093;0.0182563029;0.4311246404;-3.102003359
